ticker,lstm_s,mc_mean,mc_std,sent_score,regime,regime_conf,legacy_regime,risk_score_corr,div_status,topo_modifier,topo_chaos,topo_signal,causal_modifier,causal_score,combined_mod,adver_passed,adver_delta,adver_penalty,top_driver,ig_score,raw_conf,gated_conf,gdi,gdi_penalty,gdi_tension,conflict_ruling,arb_conf,asc_score,asc_penalty,asc_quadrant,bcs,aesl_zone,aesl_mult,alloc_pct,display_alloc_pct,kelly_frac,num_shares,decision,actual_ret,result_cat,result_icon,test_date,outcome_date,window
AAPL,1.0,1.0,0.0,0.08,Sideways,0.98,N/A,0.2163,OK,0.9104,0.7085,SIDEWAYS,1.0314,0.8046,0.9709,True,0.0145,1.0,log_return,0.00333,0.9944,0.9654,0.277,0.95,MILD,NO_CONFLICT,0.7241,0.9291,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2167,MODERATE,0.819,16.38,16.38,0.5861,7,BUY,0.789,noise_c,🔍✓,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
MSFT,1.0,1.0,0.0,0.07,Bear,0.86,N/A,0.389,OK,0.9035,0.7445,SIDEWAYS,1.0314,0.8046,0.9675,True,0.0597,1.0,log_return,-0.000776,0.9937,0.9613,0.668,0.5,CRITICAL,NO_CONFLICT,0.721,0.9291,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6176,CRITICAL,0.2898,2.9,2.9,0.535,0,HOLD,-0.516,hold,—,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
NVDA,0.9999,0.9999,0.0001,0.12,Bear,0.89,N/A,0.6277,MINOR,0.9204,0.6557,SIDEWAYS,0.9355,0.6182,0.928,True,0.0134,1.0,sma10_dist,0.004398,0.9957,0.9239,0.6772,0.5,CRITICAL,MILD_ADJUST,0.614,0.9291,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6129,CRITICAL,0.2898,1.79,1.79,0.3567,1,HOLD,-0.24,hold,—,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
TSLA,0.9991,0.9991,0.0009,0.25,Bear,0.89,N/A,0.72,CRITICAL,0.9865,0.5673,CHAOTIC,0.9355,0.6182,0.961,True,0.0479,1.0,sma10_dist,0.003137,0.9981,0.9592,0.7493,0.5,CRITICAL,MILD_ADJUST,0.6043,0.9291,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.5864,MODERATE,0.69,2.94,2.94,0.3405,1,HOLD,21.305,hold,—,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
META,0.9996,0.9996,0.0004,0.1,Sideways,0.8,N/A,0.3741,OK,1.0094,0.4532,NEUTRAL,0.9655,0.6515,0.9875,True,0.0444,1.0,vol_change,0.004119,0.9951,0.9827,0.2747,0.95,MILD,NO_CONFLICT,0.737,0.9291,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1945,MILD,0.828,16.56,16.56,0.6055,2,BUY,1.944,noise_c,🔍✓,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
GOOGL,0.9998,0.9998,0.0002,0.06,Sideways,0.86,N/A,0.3231,OK,0.924,0.6367,SIDEWAYS,0.9655,0.6515,0.9447,False,0.0006,0.72,macd_norm,0.002967,0.9934,0.6757,0.2789,0.95,MILD,NO_CONFLICT,0.5068,0.9291,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2775,MODERATE,0.75,9.27,9.27,0.2602,5,HOLD,2.176,hold,—,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
AMZN,0.0028,0.0028,0.0028,0.08,Bear,0.89,N/A,0.4921,MINOR,0.9914,0.5432,CHAOTIC,0.9355,0.6182,0.9634,True,-0.8826,1.0,vol_change,0.005871,0.1673,0.1612,0.2494,0.95,MILD,NO_CONFLICT,0.1153,0.922,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.4915,MODERATE,0.75,0.0,2.0,-0.4744,0,SELL,-0.121,noise_c,🔍✓,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
AMD,0.0847,0.0847,0.0847,0.08,Bear,0.98,N/A,0.72,CRITICAL,0.906,0.7314,SIDEWAYS,0.9355,0.6182,0.9207,True,-0.8936,1.0,sma10_dist,0.003163,0.1988,0.1831,0.3047,0.95,MILD,SYSTEMIC_VETO,0.0412,0.9092,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3655,MODERATE,0.69,0.0,2.0,-0.598,0,SELL,1.551,noise_w,🔍✗,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
INTC,0.0259,0.0259,0.0259,0.03,Bear,0.68,N/A,0.72,CRITICAL,0.9873,0.5636,CHAOTIC,0.9355,0.6182,0.9614,True,-0.7595,1.0,macd_norm,0.003321,0.1692,0.2644,0.2711,0.95,MILD,SYSTEMIC_VETO,0.0595,0.9203,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2195,MILD,0.828,0.0,2.0,-0.5675,0,SELL,0.0,noise_c,🔍✓,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
ORCL,0.1046,0.1046,0.1046,0.06,Bear,0.93,N/A,0.3503,OK,1.0106,0.4471,CHAOTIC,0.9655,0.6515,0.988,True,-0.8847,1.0,log_return,-0.001234,0.2037,0.2013,0.2587,0.95,MILD,MILD_ADJUST,0.1345,0.9288,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.0735,HARMONY,1.0,0.0,2.0,-0.4425,0,SELL,4.353,wrong,❌,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
SPY,0.5912,0.5912,0.4088,0.1,Bull,0.83,N/A,0.3,OK,1.0097,0.4516,NEUTRAL,0.95,0.5,0.9798,True,-0.3891,1.0,vol_change,0.002445,0.9064,0.7349,0.2563,0.95,MILD,MILD_ADJUST,0.4685,0.9399,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.0393,HARMONY,1.04,12.64,12.64,0.2559,2,HOLD,1.306,hold,—,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
QQQ,0.9979,0.9979,0.0021,0.12,Sideways,0.94,N/A,0.3,OK,0.9884,0.5581,CHAOTIC,0.95,0.5,0.9692,False,-0.0004,0.72,RSI,0.003271,0.9958,0.6949,0.2718,0.95,MILD,NO_CONFLICT,0.5212,0.9338,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2093,MILD,0.936,12.53,12.53,0.2818,2,BUY,1.634,correct,✅,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
DIA,0.3462,0.3462,0.3462,0.09,Bull,0.89,N/A,0.3,OK,0.9923,0.5386,NEUTRAL,0.95,0.5,0.9711,True,-0.5819,1.0,log_return,-0.001934,0.4059,0.3942,0.4244,0.85,MODERATE,MILD_ADJUST,0.2513,0.9396,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.5127,MODERATE,0.7725,0.0,2.0,-0.0482,0,SELL,1.322,wrong,❌,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
IWM,0.0,0.0,0.0,0.15,Sideways,0.79,N/A,0.3,OK,0.9124,0.6979,SIDEWAYS,0.95,0.5,0.9312,True,-0.9882,1.0,log_return,-0.002359,0.236,0.2198,0.33,0.95,MILD,HOLD,0.36,0.9496,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.676,HIGH,0.4301,0.8,0.8,0.04,0,HOLD,1.889,hold,—,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
JPM,1.0,1.0,0.0,0.12,Sideways,0.72,N/A,0.3302,OK,0.9874,0.5628,CHAOTIC,0.9655,0.6515,0.9765,False,0.0094,0.72,sma20_dist,0.00228,0.9958,0.7001,0.2945,0.95,MILD,NO_CONFLICT,0.4551,0.9568,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1817,MILD,0.7038,3.77,3.77,0.1826,1,HOLD,-3.145,hold,—,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
BAC,1.0,1.0,0.0,0.11,Sideways,0.83,N/A,0.3086,OK,1.0079,0.4604,CHAOTIC,0.9655,0.6515,0.9867,False,0.0016,0.72,sma10_dist,0.00234,0.9955,0.7072,0.2818,0.95,MILD,NO_CONFLICT,0.4597,0.9568,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1969,MILD,0.765,5.2,5.2,0.1895,11,HOLD,1.475,hold,—,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
GS,0.0023,0.0023,0.0023,0.14,Sideways,0.6,N/A,0.327,OK,1.0082,0.4588,CHAOTIC,1.0314,0.8046,1.0198,True,-0.5211,1.0,log_return,-0.00316,0.2355,0.348,0.3583,0.85,MODERATE,HOLD,0.312,0.9704,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.6705,HIGH,0.4675,0.0,2.0,-0.032,0,SELL,1.067,noise_w,🔍✗,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
V,1.0,1.0,0.0,0.08,Sideways,0.82,N/A,0.381,OK,1.0087,0.4564,CHAOTIC,0.9355,0.6182,0.9721,True,0.0576,1.0,vol_change,0.002267,0.9944,0.9666,0.277,0.95,MILD,NO_CONFLICT,0.7249,0.9171,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1989,MILD,0.7038,14.08,14.08,0.5874,4,BUY,1.145,noise_c,🔍✓,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
GLD,0.0,0.0,0.0,-0.05,Bull,0.63,N/A,0.3,OK,1.0104,0.4478,CHAOTIC,0.95,0.5,0.9802,True,-0.676,1.0,vol_change,-0.002367,0.253,0.3376,0.67,0.5,CRITICAL,NO_CONFLICT,0.2532,0.934,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.8156,HIGH,0.4675,0.0,2.0,-0.0455,0,SELL,-1.449,noise_c,🔍✓,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
TLT,0.0,0.0,0.0,-0.08,Sideways,0.75,N/A,0.3,OK,0.9263,0.6246,SIDEWAYS,0.95,0.5,0.9382,True,-0.594,1.0,vol_change,-0.004647,0.2038,0.1912,0.277,0.95,MILD,NO_CONFLICT,0.1434,0.934,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3666,MODERATE,0.5865,0.0,2.0,-0.2849,0,SELL,2.04,wrong,❌,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
SLV,0.0001,0.0001,0.0001,-0.03,Bear,0.68,N/A,0.3,OK,0.991,0.5448,CHAOTIC,0.95,0.5,0.9705,True,-0.1017,1.0,vol_change,-0.00114,0.1508,0.2548,0.2247,0.95,MILD,NO_CONFLICT,0.1911,0.934,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2922,MILD,0.7038,0.0,2.0,-0.3482,0,SELL,-1.618,noise_c,🔍✓,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
XOM,0.9996,0.9996,0.0004,0.06,Sideways,0.79,N/A,0.35,OK,0.9067,0.7277,SIDEWAYS,0.9954,0.6848,0.951,True,0.0225,1.0,sma20_dist,0.002273,0.9934,0.9448,0.2788,0.95,MILD,NO_CONFLICT,0.7086,0.9247,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2722,MILD,0.765,15.3,15.3,0.5629,13,BUY,-0.438,noise_w,🔍✗,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
CVX,1.0,1.0,0.0,0.05,Sideways,0.82,N/A,0.35,OK,0.9279,0.6163,SIDEWAYS,0.9954,0.6848,0.9616,True,0.0308,1.0,macd_norm,0.001939,0.9928,0.9548,0.28,0.95,MILD,NO_CONFLICT,0.7161,0.9247,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2748,MILD,0.765,15.3,15.3,0.5741,10,BUY,-0.774,noise_w,🔍✗,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
WMT,0.972,0.972,0.028,0.04,Sideways,0.98,N/A,0.3325,OK,1.0089,0.4554,CHAOTIC,0.9654,0.6515,0.9871,True,0.0666,1.0,vol_change,0.004793,0.9912,0.9295,0.2651,0.95,MILD,NO_CONFLICT,0.6971,0.9315,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3139,MODERATE,0.75,15.0,15.0,0.5457,18,BUY,0.923,noise_c,🔍✓,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
PG,0.9997,0.9997,0.0003,0.03,Bull,0.68,N/A,0.4552,MINOR,0.9157,0.6805,SIDEWAYS,0.9354,0.6181,0.9255,True,0.1581,1.0,RSI,0.000539,0.9918,0.7411,0.2161,0.95,MILD,NO_CONFLICT,0.5558,0.9427,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.0929,HARMONY,1.0,17.96,17.96,0.3782,11,BUY,3.092,correct,✅,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
JNJ,0.0,0.0,0.0,0.02,Sideways,0.98,N/A,0.3715,OK,0.9083,0.7194,SIDEWAYS,1.0253,0.7177,0.9668,True,-0.6636,1.0,RSI,0.001364,0.2178,0.2106,0.291,0.95,MILD,NO_CONFLICT,0.158,0.9322,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.4376,MODERATE,0.78,0.0,2.0,-0.2631,0,SELL,-1.799,noise_c,🔍✓,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
NFLX,0.9993,0.9993,0.0007,0.07,Bear,0.89,N/A,0.5391,MINOR,1.0092,0.4541,CHAOTIC,0.9655,0.6515,0.9874,True,0.0128,1.0,RSI,0.002433,0.9936,0.9811,0.6865,0.5,CRITICAL,MILD_ADJUST,0.6846,0.9383,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6265,MODERATE,0.69,5.26,5.26,0.4743,6,HOLD,3.234,hold,—,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
DIS,1.0,1.0,0.0,0.05,Sideways,0.98,N/A,0.3355,OK,0.9153,0.6828,SIDEWAYS,0.9655,0.6515,0.9404,True,0.0103,1.0,sma10_dist,0.001462,0.9928,0.9337,0.28,0.95,MILD,NO_CONFLICT,0.7003,0.9383,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2831,MILD,0.828,16.56,16.56,0.5504,17,BUY,1.992,noise_c,🔍✓,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
CRM,1.0,1.0,0.0,0.06,Sideways,0.94,N/A,0.3336,OK,1.009,0.455,CHAOTIC,0.9655,0.6515,0.9872,False,0.0052,0.72,sma20_dist,0.003661,0.9934,0.7061,0.279,0.95,MILD,NO_CONFLICT,0.5296,0.9383,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2828,MILD,0.9,12.58,12.58,0.2944,4,BUY,11.349,correct,✅,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
PLTR,0.0,0.0,0.0,0.2,Bear,0.89,N/A,0.5068,MINOR,1.0127,0.4367,CHAOTIC,0.9355,0.6182,0.9741,True,-0.0116,1.0,macd_norm,0.000822,0.183,0.1783,0.385,0.85,MODERATE,HOLD,0.2652,0.9653,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.5531,MODERATE,0.75,0.0,2.0,-0.2247,0,SELL,8.482,wrong,❌,2024-11-06,2024-11-11,Win1:  Bull-PostElection  (Nov06→11-2024)
AAPL,0.0,0.0,0.0,-0.1,Bear,0.86,N/A,0.3243,OK,1.012,0.44,CHAOTIC,1.0014,0.7713,1.0067,True,-0.6814,1.0,RSI,-0.001747,0.141,0.1533,0.195,1.0,HARMONY,NO_CONFLICT,0.0996,0.9653,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1046,HARMONY,0.92,0.0,2.0,-0.5006,0,SELL,-4.356,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
MSFT,0.0,0.0,0.0,-0.09,Bear,0.64,N/A,0.4753,MINOR,0.9245,0.6342,SIDEWAYS,0.9654,0.6515,0.9449,True,-0.0417,1.0,RSI,-0.000558,0.1424,0.2631,0.198,1.0,HARMONY,NO_CONFLICT,0.1646,0.9653,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1175,MILD,0.936,0.0,2.0,-0.3924,0,SELL,-6.566,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
NVDA,0.0001,0.0001,0.0001,-0.16,Bear,0.68,N/A,0.4499,MINOR,1.0087,0.4563,NEUTRAL,0.9355,0.6182,0.9721,True,-0.2365,1.0,log_return,0.003247,0.1326,0.2502,0.2298,0.95,MILD,NO_CONFLICT,0.1586,0.9653,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1059,MILD,0.936,0.0,2.0,-0.4023,0,SELL,-3.162,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
TSLA,0.0,0.0,0.0,-0.12,Bear,0.73,N/A,0.9332,CRITICAL,1.0098,0.4509,CHAOTIC,0.9355,0.6182,0.9727,False,-0.0049,0.72,macd_norm,0.001028,0.1382,0.1045,0.289,0.95,MILD,SYSTEMIC_VETO,0.0204,0.9653,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1084,MILD,0.936,0.0,2.0,-0.6326,0,SELL,-10.664,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
META,1.0,1.0,0.0,-0.08,Sideways,0.72,N/A,0.4597,MINOR,0.9849,0.5755,CHAOTIC,0.9355,0.6182,0.9602,True,0.0215,1.0,vol_change,0.002888,0.9791,0.9401,0.3347,0.95,MILD,MILD_ADJUST,0.6841,0.939,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.4685,MODERATE,0.78,11.24,11.24,0.5261,2,BUY,2.707,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
GOOGL,0.0,0.0,0.0,-0.09,Bear,0.72,N/A,0.4193,MINOR,0.9804,0.598,CHAOTIC,0.9655,0.6515,0.9729,True,-0.4731,1.0,macd_norm,0.002481,0.1424,0.1496,0.198,1.0,HARMONY,NO_CONFLICT,0.1111,0.9477,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1127,MILD,0.828,0.0,2.0,-0.4814,0,SELL,-6.483,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
AMZN,0.0,0.0,0.0,-0.1,Bear,0.65,N/A,0.3969,OK,0.9168,0.6748,SIDEWAYS,0.9355,0.6182,0.9262,True,-0.6455,1.0,macd_norm,0.000528,0.141,0.2537,0.195,1.0,HARMONY,NO_CONFLICT,0.1903,0.9477,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1155,MILD,0.936,0.0,2.0,-0.3495,0,SELL,-11.386,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
AMD,0.0,0.0,0.0,-0.14,Bear,0.98,N/A,0.784,CRITICAL,1.0074,0.4631,CHAOTIC,0.9355,0.6182,0.9715,True,-0.0569,1.0,sma20_dist,-0.003621,0.1354,0.1421,0.2387,0.95,MILD,SYSTEMIC_VETO,0.0319,0.9477,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.0958,HARMONY,1.04,0.0,2.0,-0.6134,0,SELL,-2.615,noise_c,🔍✓,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
INTC,0.0,0.0,0.0,-0.18,Bear,0.98,N/A,0.8827,CRITICAL,0.9118,0.701,SIDEWAYS,0.9355,0.6182,0.9237,False,-0.0016,0.72,sma50_dist,-0.002621,0.1298,0.0932,0.1905,1.0,HARMONY,SYSTEMIC_VETO,0.021,0.9477,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.092,HARMONY,1.04,0.0,2.0,-0.6317,0,SELL,-33.256,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
ORCL,0.0,0.0,0.0,-0.06,Bear,0.51,N/A,0.3972,OK,1.007,0.4651,CHAOTIC,0.9355,0.6182,0.9712,True,-0.5184,1.0,vol_change,-0.000997,0.1466,0.3164,0.207,0.95,MILD,NO_CONFLICT,0.2373,0.9477,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2486,MILD,0.8611,0.0,2.0,-0.2712,0,SELL,-5.757,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
SPY,0.0026,0.0026,0.0026,-0.1,Sideways,0.76,N/A,0.3,OK,1.0113,0.4437,NEUTRAL,0.95,0.5,0.9807,True,-0.8244,1.0,RSI,-0.001432,0.202,0.1981,0.2735,0.95,MILD,NO_CONFLICT,0.1486,0.9114,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3559,MODERATE,0.75,0.0,2.0,-0.2771,0,SELL,-4.542,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
QQQ,0.0,0.0,0.0,-0.14,Sideways,0.97,N/A,0.3,OK,1.011,0.4451,CHAOTIC,0.95,0.5,0.9805,True,-0.1927,1.0,vol_change,-0.002142,0.1954,0.1916,0.271,0.95,MILD,NO_CONFLICT,0.1437,0.9009,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3556,MODERATE,0.69,0.0,2.0,-0.2845,0,SELL,-4.843,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
DIA,0.0,0.0,0.0,-0.09,Bull,0.98,N/A,0.3,OK,1.0071,0.4647,CHAOTIC,0.95,0.5,0.9786,True,-0.667,1.0,RSI,-0.000979,0.2474,0.2421,0.666,0.5,CRITICAL,NO_CONFLICT,0.1816,0.9009,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.7122,CRITICAL,0.309,0.0,2.0,-0.1458,0,SELL,-5.056,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
IWM,0.0,0.0,0.0,-0.12,Bear,0.74,N/A,0.3,OK,1.0062,0.4688,CHAOTIC,0.95,0.5,0.9781,True,-0.0202,1.0,sma10_dist,-0.000966,0.1382,0.146,0.189,1.0,HARMONY,NO_CONFLICT,0.1095,0.9009,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1078,MILD,0.828,0.0,2.0,-0.4842,0,SELL,-9.152,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
JPM,0.0,0.0,0.0,-0.07,Sideways,0.94,N/A,0.3618,OK,0.9276,0.618,SIDEWAYS,0.9655,0.6515,0.9466,True,-0.9654,1.0,RSI,-0.001128,0.2052,0.1942,0.278,0.95,MILD,NO_CONFLICT,0.1457,0.9009,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3735,MODERATE,0.78,0.0,2.0,-0.2815,0,SELL,-9.429,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
BAC,0.0,0.0,0.0,-0.09,Bear,0.79,N/A,0.325,OK,1.0083,0.4587,CHAOTIC,0.9655,0.6515,0.9869,True,-0.3552,1.0,RSI,0.00225,0.1424,0.1518,0.198,1.0,HARMONY,NO_CONFLICT,0.1138,0.9009,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.109,MILD,0.828,0.0,2.0,-0.4769,0,SELL,-11.216,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
GS,0.0,0.0,0.0,-0.08,Bear,0.93,N/A,0.3379,OK,0.9287,0.6123,SIDEWAYS,0.9355,0.6182,0.9321,True,-0.4682,1.0,RSI,0.00058,0.1438,0.1448,0.201,0.95,MILD,NO_CONFLICT,0.1086,0.9009,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1039,MILD,0.936,0.0,2.0,-0.4857,0,SELL,-9.225,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
V,0.0017,0.0017,0.0017,-0.07,Bear,0.91,N/A,0.3941,OK,0.9173,0.6721,SIDEWAYS,0.9654,0.6514,0.9414,True,-0.8152,1.0,vol_change,-0.001219,0.1459,0.1483,0.2043,0.95,MILD,NO_CONFLICT,0.1112,0.9205,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1026,MILD,0.936,0.0,2.0,-0.4813,0,SELL,-2.531,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
GLD,0.3382,0.3382,0.3382,0.08,Sideways,0.94,N/A,0.3,OK,0.9057,0.7332,SIDEWAYS,0.95,0.5,0.9278,True,-0.5772,1.0,sma10_dist,0.001484,0.3564,0.3307,0.1162,1.0,HARMONY,MILD_ADJUST,0.2108,0.9302,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.5141,MODERATE,0.819,0.0,2.0,-0.1838,0,SELL,-0.018,noise_c,🔍✓,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
TLT,1.0,1.0,0.0,0.12,Sideways,0.98,N/A,0.3,OK,0.8996,0.7652,SIDEWAYS,0.95,0.5,0.9248,False,0.0044,0.72,sma20_dist,0.000926,0.9958,0.6631,0.273,0.95,MILD,NO_CONFLICT,0.4973,0.9365,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2124,MILD,0.8694,10.16,10.16,0.246,11,HOLD,5.625,hold,—,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
SLV,0.0023,0.0023,0.0023,-0.03,Bear,0.65,N/A,0.3,OK,0.9163,0.6774,SIDEWAYS,0.95,0.5,0.9331,True,-0.9439,1.0,vol_change,-0.00265,0.1517,0.2553,0.2164,0.95,MILD,NO_CONFLICT,0.1915,0.9319,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2918,MILD,0.945,0.0,2.0,-0.3475,0,SELL,-3.755,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
XOM,0.0,0.0,0.0,-0.06,Sideways,0.93,N/A,0.35,OK,0.9004,0.761,SIDEWAYS,0.9954,0.6847,0.9479,True,-0.7462,1.0,sma10_dist,0.000423,0.2066,0.1958,0.279,0.95,MILD,NO_CONFLICT,0.1469,0.9446,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.5372,MODERATE,0.7875,0.0,2.0,-0.2797,0,SELL,-2.877,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
CVX,0.0,0.0,0.0,-0.05,Sideways,0.93,N/A,0.35,OK,0.9123,0.6986,SIDEWAYS,0.9953,0.6845,0.9538,True,-0.2704,1.0,vol_change,0.000729,0.208,0.1984,0.28,0.95,MILD,NO_CONFLICT,0.1488,0.9446,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.5082,MODERATE,0.7245,0.0,2.0,-0.2768,0,SELL,-9.344,correct,✅,2024-07-30,2024-08-05,Win2:  Bear-YenCrash      (Jul30→Aug05-2024)
