ticker,lstm_s,mc_mean,mc_std,sent_score,regime,regime_conf,legacy_regime,risk_score_corr,div_status,topo_modifier,topo_chaos,topo_signal,causal_modifier,causal_score,combined_mod,adver_passed,adver_delta,adver_penalty,top_driver,ig_score,raw_conf,gated_conf,gdi,gdi_penalty,gdi_tension,conflict_ruling,arb_conf,asc_score,asc_penalty,asc_quadrant,bcs,aesl_zone,aesl_mult,alloc_pct,display_alloc_pct,kelly_frac,num_shares,decision,actual_ret,result_cat,result_icon,test_date,outcome_date,window
JNJ,0.5799,0.5799,0.4201,0.03,Bull,0.98,N/A,0.3743,OK,1.0084,0.4578,CHAOTIC,1.0849,0.7829,1.0467,True,-0.315,1.0,sma10_dist,0.002576,0.814,0.852,0.279,0.95,MILD,MILD_ADJUST,0.5432,0.9357,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2448,MILD,0.8528,14.6,14.6,0.3604,9,BUY,0.228,noise_c,🔍✓,2024-09-09,2024-09-16,Win13: Sideways-PreCut    (Sep09→16-2024)
NFLX,0.9983,0.9983,0.0017,0.04,Bear,0.88,N/A,0.5533,MINOR,0.9182,0.6675,SIDEWAYS,0.9655,0.6515,0.9419,True,0.0624,1.0,sma10_dist,0.00118,0.9919,0.8875,0.6697,0.5,CRITICAL,MILD_ADJUST,0.6146,0.9265,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6828,HIGH,0.572,4.97,4.97,0.3576,7,HOLD,3.121,hold,—,2024-09-09,2024-09-16,Win13: Sideways-PreCut    (Sep09→16-2024)
DIS,1.0,1.0,0.0,0.02,Sideways,0.815,N/A,0.3347,OK,0.9137,0.6909,SIDEWAYS,0.9655,0.6515,0.9396,False,0.0024,0.72,sma10_dist,0.001883,0.9909,0.6368,0.283,0.95,MILD,NO_CONFLICT,0.4776,0.9278,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2761,MILD,0.828,8.51,8.51,0.2164,9,HOLD,3.973,hold,—,2024-09-09,2024-09-16,Win13: Sideways-PreCut    (Sep09→16-2024)
CRM,1.0,1.0,0.0,0.04,Bear,0.98,N/A,0.3294,OK,0.9143,0.6877,SIDEWAYS,0.9655,0.6515,0.9399,True,0.0287,1.0,sma10_dist,0.002453,0.9919,0.8857,0.671,0.5,CRITICAL,NO_CONFLICT,0.6643,0.9278,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6958,HIGH,0.572,5.72,5.72,0.4405,2,HOLD,4.537,hold,—,2024-09-09,2024-09-16,Win13: Sideways-PreCut    (Sep09→16-2024)
PLTR,0.0,0.0,0.0,0.03,Bear,0.89,N/A,0.502,MINOR,1.0081,0.4597,CHAOTIC,1.0014,0.7713,1.0048,True,-0.1136,1.0,sma50_dist,-0.002709,0.1592,0.16,0.2805,0.95,MILD,NO_CONFLICT,0.1138,0.9279,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2618,MILD,0.828,0.0,2.0,-0.4769,0,SELL,4.942,wrong,❌,2024-09-09,2024-09-16,Win13: Sideways-PreCut    (Sep09→16-2024)
AAPL,1.0,1.0,0.0,0.04,Sideways,0.79,N/A,0.3193,OK,0.9163,0.6775,SIDEWAYS,0.9654,0.6515,0.9408,True,0.024,1.0,macd_norm,0.001924,0.9922,0.8869,0.281,0.95,MILD,NO_CONFLICT,0.5765,0.9789,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2741,MILD,0.936,16.22,16.22,0.3647,7,BUY,2.127,correct,✅,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
MSFT,1.0,1.0,0.0,0.05,Bear,0.98,N/A,0.4761,MINOR,0.9007,0.7595,SIDEWAYS,0.9954,0.6848,0.948,True,0.0802,1.0,RSI,-0.001815,0.9925,0.941,0.67,0.5,CRITICAL,MILD_ADJUST,0.5884,0.9789,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.7235,HIGH,0.572,4.03,4.03,0.314,0,HOLD,0.93,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
NVDA,0.0,0.0,0.0,0.18,Bear,0.68,N/A,0.4487,MINOR,1.009,0.4551,NEUTRAL,0.9655,0.6515,0.9872,True,-0.1017,1.0,macd_norm,0.001573,0.1802,0.2789,0.2893,0.95,MILD,HOLD,0.2652,0.9657,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.5874,MODERATE,0.69,0.0,2.0,-0.2247,0,SELL,-2.947,noise_c,🔍✓,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
TSLA,0.0,0.0,0.0,0.12,Bear,0.89,N/A,0.948,CRITICAL,1.009,0.4552,CHAOTIC,1.0014,0.7713,1.0052,True,-0.347,1.0,sma10_dist,-0.004293,0.1718,0.1727,0.361,0.85,MODERATE,SYSTEMIC_VETO,0.0337,0.9657,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.5161,MODERATE,0.69,0.0,2.0,-0.6106,0,SELL,-0.044,noise_c,🔍✓,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
META,1.0,1.0,0.0,0.06,Sideways,0.805,N/A,0.4764,MINOR,1.008,0.4599,CHAOTIC,0.9655,0.6515,0.9868,True,0.0253,1.0,vol_change,-0.001726,0.9934,0.9802,0.279,0.95,MILD,MILD_ADJUST,0.6128,0.9629,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2729,MILD,0.828,14.21,14.21,0.4192,2,BUY,1.932,noise_c,🔍✓,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
GOOGL,0.0,0.0,0.0,0.04,Bear,0.88,N/A,0.4388,MINOR,0.9903,0.5483,CHAOTIC,0.9655,0.6515,0.9779,True,-0.0349,1.0,sma20_dist,-0.001402,0.1606,0.1571,0.237,0.95,MILD,NO_CONFLICT,0.1001,0.9563,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2536,MILD,0.936,0.0,2.0,-0.4998,0,SELL,-4.364,correct,✅,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
AMZN,0.9867,0.9867,0.0133,0.05,Sideways,0.885,N/A,0.4115,MINOR,1.008,0.46,CHAOTIC,0.9655,0.6515,0.9868,True,0.1133,1.0,log_return,0.003787,0.9924,0.9793,0.2823,0.95,MILD,NO_CONFLICT,0.7302,0.9376,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2953,MILD,0.936,18.72,18.72,0.5953,9,BUY,-0.124,noise_w,🔍✗,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
AMD,0.0189,0.0189,0.0189,0.06,Bear,0.98,N/A,0.8214,CRITICAL,0.9023,0.7512,SIDEWAYS,0.9655,0.6515,0.9339,True,-0.1513,1.0,macd_norm,-0.002591,0.1707,0.1594,0.2886,0.95,MILD,SYSTEMIC_VETO,0.0358,0.9446,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1308,HARMONY,1.0,0.0,2.0,-0.6069,0,SELL,1.584,noise_w,🔍✗,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
INTC,0.0017,0.0017,0.0017,0.02,Bear,0.68,N/A,0.9146,CRITICAL,0.9871,0.5646,CHAOTIC,0.9355,0.6182,0.9613,True,-0.4241,1.0,vol_change,-0.00784,0.1585,0.2574,0.2786,0.95,MILD,SYSTEMIC_VETO,0.0579,0.9425,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2954,MILD,0.936,0.0,2.0,-0.5702,0,SELL,0.121,noise_w,🔍✗,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
ORCL,1.0,1.0,0.0,0.05,Bear,0.88,N/A,0.4159,MINOR,1.0111,0.4446,CHAOTIC,0.9655,0.6515,0.9883,False,0.0016,0.72,sma20_dist,-0.00183,0.9925,0.7063,0.67,0.5,CRITICAL,NO_CONFLICT,0.4555,0.9546,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.7067,HIGH,0.55,1.13,1.13,0.0924,0,HOLD,1.217,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
SPY,0.9994,0.9994,0.0006,0.04,Sideways,0.93,N/A,0.3,OK,0.9913,0.5433,CHAOTIC,0.95,0.5,0.9707,True,0.0594,1.0,RSI,0.007323,0.9922,0.9149,0.2807,0.95,MILD,NO_CONFLICT,0.5947,0.9546,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2802,MILD,0.828,15.42,15.42,0.392,2,BUY,1.595,correct,✅,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
QQQ,1.0,1.0,0.0,0.07,Sideways,0.86,N/A,0.3,OK,1.0082,0.4588,CHAOTIC,0.95,0.5,0.9791,True,0.0235,1.0,RSI,0.001664,0.9939,0.9731,0.278,0.95,MILD,NO_CONFLICT,0.6325,0.9546,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2048,HARMONY,1.0,20.0,20.0,0.4488,4,BUY,1.314,correct,✅,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
DIA,1.0,1.0,0.0,0.02,Sideways,0.88,N/A,0.3,OK,0.9916,0.5419,NEUTRAL,0.95,0.5,0.9708,False,0.0036,0.72,RSI,0.003049,0.9909,0.658,0.283,0.95,MILD,NO_CONFLICT,0.4277,0.9546,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2772,MILD,0.936,6.29,6.29,0.1416,1,HOLD,3.079,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
IWM,1.0,1.0,0.0,0.05,Bear,0.88,N/A,0.3,OK,0.9123,0.6985,SIDEWAYS,0.95,0.5,0.9311,False,0.0011,0.72,log_return,0.001906,0.9925,0.6654,0.67,0.5,CRITICAL,NO_CONFLICT,0.4325,0.9546,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.7067,HIGH,0.55,0.7,0.7,0.0542,0,HOLD,5.884,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
JPM,1.0,1.0,0.0,0.05,Bear,0.89,N/A,0.3738,OK,0.9892,0.5541,CHAOTIC,1.0614,0.838,1.0253,False,0.0002,0.72,RSI,0.003023,0.9925,0.7327,0.6947,0.5,CRITICAL,NO_CONFLICT,0.4763,0.9546,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.7085,HIGH,0.506,0.94,0.94,0.1271,0,HOLD,2.147,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
BAC,1.0,1.0,0.0,0.04,Bear,0.89,N/A,0.3294,OK,1.0108,0.4461,CHAOTIC,0.9655,0.6515,0.9881,False,0.0003,0.72,sma20_dist,0.001561,0.9919,0.6704,0.6735,0.5,CRITICAL,NO_CONFLICT,0.4358,0.9546,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.6813,HIGH,0.506,0.61,0.61,0.0596,1,HOLD,1.67,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
GS,1.0,1.0,0.0,0.06,Sideways,0.885,N/A,0.3423,OK,1.0082,0.4589,CHAOTIC,0.9955,0.6848,1.0019,False,0.0006,0.72,log_return,0.001954,0.9934,0.7166,0.3156,0.95,MILD,NO_CONFLICT,0.4658,0.9546,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.279,MILD,0.828,3.91,3.91,0.1987,0,HOLD,2.558,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
V,0.6824,0.6824,0.3176,0.04,Sideways,0.92,N/A,0.4,OK,1.0083,0.4587,CHAOTIC,0.9955,0.6848,1.0019,True,-0.2801,1.0,log_return,-0.002479,0.9382,0.893,0.1,1.0,HARMONY,MILD_ADJUST,0.4934,0.9648,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2815,MILD,0.9,10.81,10.81,0.2401,3,HOLD,0.33,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
GLD,0.9989,0.9989,0.0011,-0.04,Sideways,0.98,N/A,0.3,OK,0.9804,0.5982,NEUTRAL,0.95,0.5,0.9652,False,0.0,0.72,RSI,0.00288,0.9849,0.6502,0.2963,0.95,MILD,NO_CONFLICT,0.4226,0.9651,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2825,MILD,0.9,5.73,5.73,0.1339,2,HOLD,0.577,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
TLT,1.0,1.0,0.0,-0.05,Sideways,0.88,N/A,0.3,OK,1.0133,0.4336,NEUTRAL,0.95,0.5,0.9817,False,0.0003,0.72,RSI,0.001647,0.9836,0.6952,0.3,0.95,MILD,NO_CONFLICT,0.4519,0.9614,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2781,MILD,0.9,7.6,7.6,0.1778,8,HOLD,2.759,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
SLV,0.0001,0.0001,0.0001,-0.02,Bear,0.68,N/A,0.3,OK,0.9194,0.661,SIDEWAYS,0.95,0.5,0.9347,True,-0.9833,1.0,vol_change,-0.003444,0.1522,0.2463,0.2205,0.95,MILD,NO_CONFLICT,0.1601,0.9638,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2992,MILD,0.9,0.0,2.0,-0.3998,0,SELL,-2.643,noise_c,🔍✓,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
XOM,0.0001,0.0001,0.0001,0.03,Sideways,0.91,N/A,0.35,OK,0.9119,0.7004,SIDEWAYS,0.9954,0.6848,0.9536,True,-0.8869,1.0,sma10_dist,-0.001157,0.2192,0.2091,0.294,0.95,MILD,NO_CONFLICT,0.1359,0.9638,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.4553,MODERATE,0.75,0.0,2.0,-0.2961,0,SELL,-0.283,noise_c,🔍✓,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
CVX,0.2362,0.2362,0.2362,0.02,Sideways,0.82,N/A,0.35,OK,1.0098,0.4512,NEUTRAL,0.9654,0.6515,0.9876,True,-0.7514,1.0,vol_change,-0.001491,0.3087,0.3049,0.1564,1.0,HARMONY,MILD_ADJUST,0.1685,0.9655,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2973,MILD,0.9,0.0,2.0,-0.2473,0,SELL,-0.249,noise_c,🔍✓,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
WMT,1.0,1.0,0.0,0.03,Sideways,0.94,N/A,0.3381,OK,0.9898,0.5508,CHAOTIC,0.9954,0.6847,0.9926,False,0.0006,0.72,macd_norm,0.004157,0.9916,0.6732,0.282,0.95,MILD,NO_CONFLICT,0.5049,0.9427,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.279,MILD,0.9,11.0,11.0,0.2574,13,HOLD,6.446,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
PG,0.0,0.0,0.0,0.01,Sideways,0.91,N/A,0.4723,MINOR,0.9168,0.675,SIDEWAYS,0.9354,0.6181,0.9261,True,-0.2711,1.0,RSI,-0.001415,0.2164,0.2004,0.288,0.95,MILD,NO_CONFLICT,0.1256,0.9655,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.4318,MODERATE,0.75,0.0,2.0,-0.3116,0,SELL,3.889,wrong,❌,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
JNJ,1.0,1.0,0.0,0.01,Sideways,0.98,N/A,0.3743,OK,0.9284,0.6135,SIDEWAYS,0.9954,0.6847,0.9619,False,0.0001,0.72,RSI,0.002785,0.9901,0.6514,0.284,0.95,MILD,NO_CONFLICT,0.4234,0.9585,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2777,MILD,0.9,5.78,5.78,0.1351,3,HOLD,0.653,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
NFLX,1.0,1.0,0.0,0.05,Bear,0.94,N/A,0.5533,MINOR,1.0124,0.4381,CHAOTIC,1.0314,0.8046,1.0219,False,0.0003,0.72,sma50_dist,0.003186,0.9925,0.7303,0.67,0.5,CRITICAL,MILD_ADJUST,0.4383,0.9585,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.7171,HIGH,0.55,0.88,0.88,0.0638,1,HOLD,2.189,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
DIS,1.0,1.0,0.0,0.03,Sideways,0.735,N/A,0.3347,OK,1.0105,0.4475,CHAOTIC,0.9655,0.6515,0.988,False,0.0037,0.72,log_return,0.001633,0.9916,0.6701,0.282,0.95,MILD,NO_CONFLICT,0.4356,0.9585,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2733,MILD,0.828,5.19,5.19,0.1533,4,HOLD,2.167,hold,—,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
CRM,1.0,1.0,0.0,0.05,Sideways,0.885,N/A,0.3294,OK,1.0121,0.4395,CHAOTIC,0.9355,0.6182,0.9738,True,0.0236,1.0,log_return,0.001831,0.9928,0.9668,0.2819,0.95,MILD,NO_CONFLICT,0.6284,0.9585,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.2784,MILD,0.936,16.03,16.03,0.4426,5,BUY,5.232,correct,✅,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
PLTR,0.0017,0.0017,0.0017,0.18,Bear,0.89,N/A,0.502,MINOR,1.0132,0.434,CHAOTIC,0.9655,0.6515,0.9894,True,-0.873,1.0,sma10_dist,-0.002958,0.1808,0.1789,0.3792,0.85,MODERATE,HOLD,0.2652,0.9578,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.5426,MODERATE,0.75,0.0,2.0,-0.2247,0,SELL,5.534,wrong,❌,2024-11-18,2024-11-25,Win14: Sideways-PostElec  (Nov18→25-2024)
AAPL,0.0,0.0,0.0,-0.04,Bear,0.72,N/A,0.3193,OK,0.9053,0.7354,SIDEWAYS,0.9355,0.6182,0.9204,True,-0.0119,1.0,macd_norm,-0.001063,0.1494,0.1485,0.213,0.95,MILD,NO_CONFLICT,0.1114,0.9456,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2382,MILD,0.828,0.0,2.0,-0.481,0,SELL,-5.926,correct,✅,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
MSFT,0.0999,0.0999,0.0999,-0.03,Bear,0.86,N/A,0.4761,MINOR,1.0087,0.4565,CHAOTIC,1.0014,0.7713,1.005,True,-0.8401,1.0,log_return,0.00182,0.1892,0.1902,0.231,0.95,MILD,MILD_ADJUST,0.1235,0.9445,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.1489,HARMONY,1.04,0.0,2.0,-0.4608,0,SELL,2.246,wrong,❌,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
NVDA,1.0,1.0,0.0,-0.07,Bear,0.98,N/A,0.4487,MINOR,0.9276,0.618,SIDEWAYS,0.9355,0.6182,0.9315,True,0.4203,1.0,log_return,0.001429,0.9799,0.9129,0.7456,0.5,CRITICAL,MILD_ADJUST,0.5789,0.9731,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.6987,HIGH,0.572,2.13,2.13,0.2982,1,HOLD,11.741,hold,—,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
TSLA,0.0225,0.0225,0.0225,-0.08,Bear,0.98,N/A,0.948,CRITICAL,1.0109,0.4455,CHAOTIC,0.9355,0.6182,0.9732,True,-0.2394,1.0,log_return,0.005342,0.1525,0.1603,0.2998,0.95,MILD,SYSTEMIC_VETO,0.0313,0.9683,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.0587,HARMONY,0.92,0.0,2.0,-0.6146,0,SELL,7.139,wrong,❌,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
META,0.0562,0.0562,0.0562,-0.03,Bear,0.98,N/A,0.4764,MINOR,0.9254,0.6297,SIDEWAYS,0.84,0.3,0.8827,True,-0.8082,1.0,log_return,0.004918,0.1724,0.1522,0.2247,0.95,MILD,NO_CONFLICT,0.094,0.9686,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.1378,HARMONY,1.04,0.0,2.0,-0.51,0,SELL,1.246,noise_w,🔍✗,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
GOOGL,0.0,0.0,0.0,-0.03,Bear,0.98,N/A,0.4388,MINOR,0.9916,0.5418,NEUTRAL,1.0014,0.7713,0.9965,True,-0.4612,1.0,sma50_dist,-0.001692,0.1508,0.1503,0.216,0.95,MILD,NO_CONFLICT,0.1106,0.9399,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2517,MILD,0.936,0.0,2.0,-0.4824,0,SELL,-0.953,noise_c,🔍✓,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
AMZN,0.0048,0.0048,0.0048,-0.04,Bear,0.98,N/A,0.4115,MINOR,0.9158,0.6799,SIDEWAYS,0.9355,0.6182,0.9256,True,-0.8126,1.0,log_return,0.003056,0.1513,0.1512,0.2137,0.95,MILD,NO_CONFLICT,0.1127,0.9197,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2299,MILD,0.936,0.0,2.0,-0.4788,0,SELL,0.617,noise_w,🔍✗,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
AMD,0.9998,0.9998,0.0002,-0.06,Bear,0.98,N/A,0.8214,CRITICAL,0.9253,0.6298,SIDEWAYS,0.9655,0.6515,0.9454,True,0.589,1.0,sma20_dist,0.001593,0.9815,0.9279,0.6884,0.5,CRITICAL,MILD_ADJUST,0.5567,0.8811,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.7576,HIGH,0.572,2.83,2.83,0.2612,2,HOLD,8.238,hold,—,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
INTC,1.0,1.0,0.0,-0.05,Bear,0.98,N/A,0.9146,CRITICAL,0.9264,0.6243,SIDEWAYS,0.9355,0.6182,0.9309,False,0.0012,0.72,log_return,0.00126,0.983,0.6589,0.78,0.5,CRITICAL,MILD_ADJUST,0.3953,0.8811,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.7235,HIGH,0.506,0.0,0.0,-0.0078,0,HOLD,28.901,hold,—,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
ORCL,0.9995,0.9995,0.0005,0.01,Bear,0.98,N/A,0.4159,MINOR,0.9232,0.6408,SIDEWAYS,0.9655,0.6515,0.9444,True,0.0197,1.0,RSI,0.002392,0.9896,0.8878,0.7047,0.5,CRITICAL,NO_CONFLICT,0.6606,0.8811,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6358,MODERATE,0.69,3.91,3.91,0.4343,2,HOLD,3.508,hold,—,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
SPY,0.9464,0.9464,0.0536,-0.04,Sideways,0.88,N/A,0.3,OK,0.9061,0.7313,SIDEWAYS,0.95,0.5,0.9281,False,-0.0084,0.72,RSI,0.0025,0.9807,0.6225,0.2665,0.95,MILD,NO_CONFLICT,0.4636,0.8959,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.3454,MILD,0.828,7.68,7.68,0.1954,1,HOLD,1.172,hold,—,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
QQQ,1.0,1.0,0.0,-0.06,Sideways,0.725,N/A,0.3,OK,0.924,0.637,SIDEWAYS,0.95,0.5,0.937,True,0.1059,1.0,log_return,0.002328,0.9822,0.9204,0.303,0.95,MILD,NO_CONFLICT,0.6903,0.8534,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2661,MILD,0.9,18.0,18.0,0.5354,3,BUY,2.124,correct,✅,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
DIA,0.0064,0.0064,0.0064,-0.03,Sideways,0.76,N/A,0.3,OK,0.9146,0.6863,SIDEWAYS,0.95,0.5,0.9323,True,-0.4236,1.0,macd_norm,-0.001462,0.2133,0.1988,0.2783,0.95,MILD,NO_CONFLICT,0.1491,0.9109,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.4571,MODERATE,0.78,0.0,2.0,-0.2763,0,SELL,-0.067,noise_c,🔍✓,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
IWM,1.0,1.0,0.0,-0.05,Sideways,0.88,N/A,0.3,OK,0.9912,0.5441,CHAOTIC,0.95,0.5,0.9706,True,0.1152,1.0,RSI,0.000835,0.9836,0.9547,0.3,0.95,MILD,NO_CONFLICT,0.716,0.8561,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.2782,MILD,0.9,18.0,18.0,0.574,9,BUY,2.331,correct,✅,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
JPM,0.997,0.997,0.003,-0.02,Bear,0.98,N/A,0.3738,OK,1.0102,0.4492,CHAOTIC,0.9655,0.6515,0.9879,True,0.0296,1.0,log_return,0.002743,0.9865,0.9258,0.6747,0.5,CRITICAL,NO_CONFLICT,0.6944,0.8896,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6564,HIGH,0.55,5.5,5.5,0.4906,2,HOLD,0.736,hold,—,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
BAC,0.9928,0.9928,0.0072,-0.03,Bear,0.98,N/A,0.3294,OK,0.9247,0.6329,SIDEWAYS,0.9655,0.6515,0.9451,True,0.267,1.0,log_return,0.001722,0.9851,0.8845,0.674,0.5,CRITICAL,NO_CONFLICT,0.6634,0.9231,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6834,HIGH,0.506,4.55,4.55,0.439,11,HOLD,4.042,hold,—,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
GS,1.0,1.0,0.0,-0.02,Bear,0.98,N/A,0.3423,OK,0.9192,0.6623,SIDEWAYS,0.9355,0.6182,0.9274,False,0.0096,0.72,log_return,0.002115,0.9867,0.6259,0.6846,0.5,CRITICAL,NO_CONFLICT,0.4694,0.922,0.75,STRONG SYCOPHANCY — low dominance (−25%),0.6525,HIGH,0.506,1.11,1.11,0.1157,0,HOLD,3.702,hold,—,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
V,0.0079,0.0079,0.0079,-0.02,Sideways,0.98,N/A,0.4,OK,1.0119,0.4404,CHAOTIC,0.9954,0.6847,1.0036,True,-0.9565,1.0,RSI,0.00243,0.2152,0.216,0.2785,0.95,MILD,NO_CONFLICT,0.1404,1.0,0.65,EXTREME SYCOPHANCY — ensemble collapsed (−35%),0.4252,MODERATE,0.69,0.0,2.0,-0.2894,0,SELL,-2.029,correct,✅,2025-03-10,2025-03-17,Win15: Sideways-TariffFUD (Mar10→17-2025)
